symbol_number,name_in_hebrew,name_in_english,name_in_arabic,name_in_russian,Distance_From_Lebanon_Border,Distance_From_GazaStrip_Border,Distance_From_Syria_Border,Latitude,Longitude
638,קלנסווה ,QALANSAWE ,قلنسوة,,90460.0,89190.0,89730,32.28920858183182,34.97942975173928
648,מצר ,MEZER ,ميتْسِر,,72400.0,107400.0,75110,32.44043596589316,35.04800954313399
649,מייסר ,MEISER ,ميسر,,71980.0,107560.0,75410,32.445150998043225,35.041806979112955
652,אבטין ,IBTIN ,إبطن,,216770.0,54480.0,195390,32.762095819015286,35.11261234471069
654,כפר קרע ,KAFAR QARA ,كفر قرع,,65270.0,113830.0,71860,32.50484927318813,35.04984396258073
658,שייח' דנון ,SHEIKH DANNUN ,الشيخ دنون,,10360.0,166880.0,63640,32.993902538422695,35.14798861551579
661,שער אפרים ,SHA'AR EFRAYIM ,شاعَر إفرايِم,,89740.0,90500.0,87970,32.28909047455313,34.99736286013617
662,חוסן ,HOSEN ,حوسِن,,8430.0,172980.0,50520,32.99798240106653,35.299201627941294
663,טירת יהודה ,TIRAT YEHUDA ,تيرات يِهودا,,120790.0,62440.0,112550,32.0132948709263,34.93340806995449
664,כרם בן זמרה ,KEREM BEN ZIMRA ,كيرِم بين زِمرا,,4570.0,184410.0,34010,33.03662592584834,35.468489695912204
665,תקומה ,TEQUMA ,تكوما,,188830.0,7500.0,181980,31.45098470295574,34.57990709317742
666,עומר ,OMER ,عومِر,Омер,203750.0,39670.0,185200,31.264152348656236,34.8456003185429
667,ברעם ,BAR'AM ,برعام,,860.0,184920.0,36490,33.05789187193401,35.434451409321404
668,מפלסים ,MEFALLESIM , مِفَلْسيم,,183790.0,2010.0,178460,31.50123465520291,34.56414099280906
670,משמר איילון ,MISHMAR AYYALON ,مِشمار أيَلون,,136200.0,51210.0,123840,31.87141981172082,34.94506711877315
672,בית נקופה ,BET NEQOFA ,بيت نِكوفا,,140610.0,60500.0,120450,31.804248874247765,35.126282010939406
673,כפר טרומן ,KEFAR TRUMAN ,كفار ترومَن,Кфар-Труман,124630.0,59010.0,115920,31.980364187607382,34.92363022483719
674,לימן ,LIMAN ,ليمان,,3590.0,172650.0,66140,33.059763741557624,35.11150476379322
675,הבונים ,HABONIM ,هبونيم,Ха-Боним,53320.0,122600.0,78730,32.63600593313618,34.93252322969485
676,עין השלושה ,EN HASHELOSHA ,عين هشْلوشا,,204310.0,3360.0,201100,31.35160495848351,34.40154839246719
677,הסוללים ,HASOLELIM ,هسولِليم,,35710.0,146150.0,49120,32.75094910338667,35.23797786288862
678,מעגן ,MA'AGAN ,معچان,,42920.0,161670.0,15650,32.70634943980816,35.60054391800327
679,אביאל ,AVI'EL ,أڤيئيل,Авиэль,63200.0,114130.0,75920,32.531491234307964,34.993259382497975
680,אומץ ,OMEZ ,أومِتس,,80850.0,98200.0,83240,32.3703263278888,34.99414973330695
681,גבעת שמואל ,GIV'AT SHEMU'EL ,چِڤعات شموئيل,,115310.0,63240.0,113420,32.07702371295435,34.850883530304095
682,אליקים ,ELYAQIM ,إليَكيم,,51120.0,127110.0,66350,32.63178319728852,35.0672500523505
683,גבע כרמל ,GEVA KARMEL ,چيڤع كرميل,,49860.0,126120.0,76220,32.66272800646671,34.9552438371641
684,היוגב ,HAYOGEV ,هيوچيڤ,,51380.0,131250.0,54320,32.61179560769201,35.20424236207904
685,בניה ,BENAYA ,بْنَيا,Бная,142580.0,36950.0,138050,31.843508828795855,34.75258022758484
686,נווה ימין ,NEWE YAMIN ,نِڤي يَمين,,103530.0,76600.0,100230,32.1716514605555,34.93946708048401
687,עין איילה ,EN AYYALA ,عين أيَلا,,53650.0,122360.0,77550,32.630325884453505,34.94884344533974
688,עלמה ,ALMA ,علما,,4290.0,187270.0,30640,33.05186181341081,35.499945013365775
689,מגדים ,MEGADIM ,مِچَديم,,42700.0,133190.0,75240,32.72592383438252,34.96147987657624
690,כפר אחים ,KEFAR AHIM ,كفار أحيم,,153180.0,28840.0,145990,31.74492331677911,34.75627725605865
692,שפיר ,SHAFIR ,شَفير,,158920.0,23070.0,151780,31.700405596356514,34.723642248201045
693,"נתיב הל""ה ",NETIV HALAMED-HE ,نِتيڤ هلامِد هي,,155920.0,42550.0,138570,31.688398125605048,34.98240776257997
694,מעגן מיכאל ,MA'AGAN MIKHA'EL ,معچان ميخَئيل,Ма'аган-Михаэль,62140.0,113860.0,82020,32.55636917464513,34.91565518001783
695,מגן ,MAGEN ,مَچين,,209030.0,5210.0,204100,31.299632590199906,34.428930549856894
696,"כפר חב""ד ",KEFAR HABAD ,كفار حَباد,Кфар-Хабад,28140.0,163020.0,28850,31.98947246759637,34.85024256586691
697,בארותיים ,BE'EROTAYIM ,بِئِروتايِم,,86410.0,92930.0,87000,32.32148381657035,34.98536384411514
698,בורגתה ,BURGETA ,بُرچِتا,,86380.0,92250.0,88490,32.324374217137816,34.96245672265954
699,ניר ישראל ,NIR YISRA'EL ,نير يِسرَئيل,,162060.0,16650.0,158260,31.68758769486862,34.63620673116906
700,חצב ,HAZAV ,حتْساڤ,,148990.0,32710.0,142140,31.78048958315427,34.76996250074536
701,ארבל ,ARBEL ,أربيل,,28540.0,164190.0,27040,32.81255175944839,35.483711189903104
702,האון ,HAON ,هَؤون,,41740.0,164630.0,13200,32.72516721184391,35.62188201060413
703,גבעת עוז ,GIV'AT OZ ,چِڤعات عوز,,57590.0,125600.0,56940,32.55530028659868,35.19837793579272
705,נחשונים ,NAHSHONIM ,نحْشونيم,,115340.0,67400.0,107780,32.061328254113405,34.948383082888625
706,גיאה ,GE'A ,چيئة,,169300.0,9540.0,165310,31.62796368006045,34.60307094957556
707,כפר דניאל ,KEFAR DANIYYEL ,كفار دَنِييل,,129630.0,55570.0,119270,31.933304861807272,34.93283632854602
708,עמקה ,AMQA ,عمْكا,,11930.0,165940.0,61700,32.9790019416004,35.16252519267082
709,תפרח ,TIFRAH ,تِفراح,,200230.0,24240.0,187950,31.325638960852054,34.677057297333704
710,בית זית ,BET ZAYIT ,بيت زايِت,,142550.0,62400.0,120980,31.782376027530926,35.16186952784056
711,עזריה ,AZARYA ,عزَرْيا,,134670.0,50520.0,124310,31.88824788361874,34.903952911638115
712,בן עמי ,BEN AMMI ,بين عمي,,9510.0,167290.0,66120,33.004182935242,35.1237176959112
713,רעים ,RE'IM ,رِعيم,,198930.0,5570.0,194650,31.385587656473515,34.46004741032926
714,ארז ,EREZ ,إيرِز,Эрез,177480.0,1610.0,173280,31.560045378026718,34.56676108481574
715,להבות חביבה ,LAHAVOT HAVIVA ,لهڤوت حڤيڤا,,77930.0,101260.0,80650,32.39500892134005,35.00972242726854
716,אייל ,EYAL ,إيال,Эяль,98480.0,82400.0,94510,32.21087499543936,34.97915897462152
717,חגור ,HAGOR ,حَچور,,107010.0,74020.0,102060,32.13816315408176,34.947257111295244
718,ירחיב ,YARHIV ,يَرحيڤ,,104960.0,76600.0,99400,32.153482432502955,34.96903815563901
719,תל קציר ,TEL QAZIR ,تيل كَتْسير,,43570.0,162610.0,14220,32.70542784640803,35.61768757741841
720,ניר גלים ,NIR GALLIM ,نير چليم,,146240.0,31190.0,144160,31.82582708300715,34.68408817079449
721,שדה אילן ,SEDE ILAN ,سْدي إيلان,Сде-Илан,34180.0,155180.0,31700,32.74831008781973,35.4236421593376
722,מגשימים ,MAGSHIMIM ,مچشيميم,,117740.0,63160.0,112300,32.046642117147364,34.89882742502115
723,בית הגדי ,BET HAGADDI ,بيت هچَدي,,190970.0,11310.0,182700,31.425039799415707,34.606871133145034
726,הודיה ,HODIYYA ,هودَيوت,,163400.0,15740.0,159120,31.67542154911131,34.64186021744878
727,תלמי יחיאל ,TALME YEHI'EL ,تَلمي يِحيئيل,,152090.0,29960.0,144890,31.753398289916984,34.76222188323878
729,משמר השבעה ,MISHMAR HASHIV'A ,مِشمار هشِڤعا,,123100.0,55650.0,120290,32.009747253741686,34.82433333208061
730,אליפלט ,ELIFELET ,إليفيلِت,,16280.0,179980.0,29080,32.946990170068524,35.54890128927881
731,מישר ,MESHAR ,ميشار,,145200.0,34960.0,139980,31.818819468890315,34.75380581287469
732,משמר הירדן ,MISHMAR HAYARDEN ,مِشمار هيَردين,,13030.0,187940.0,23840,33.00486885853312,35.599884707211366
734,גן יאשיה ,GAN YOSHIYYA ,چان يوشِيا,,59210.0,120040.0,67680,32.35028003009248,34.99372932427808
735,רמות מאיר ,RAMOT ME'IR ,رَموت مِئير,Рамот-Меир,137320.0,45810.0,129040,31.874052123257265,34.855266257742585
736,גילת ,GILAT ,چيلات,,200390.0,22750.0,189000,31.326934021461007,34.65344226873187
737,עולש ,OLESH ,عولِش,,85160.0,94070.0,86240,32.332520092439786,34.98450635432883
738,דור ,DOR ,دور,,56560.0,119370.0,80110,32.6071756541784,34.9233537719295
739,שדה עוזיהו ,SEDE UZZIYYAHU ,سْدي عُزِياهو,,153690.0,24970.0,149980,31.75734342829679,34.67652135800517
740,אשתאול ,ESHTA'OL ,إشتَؤول,Эштаол,145240.0,49680.0,128410,31.78146755342296,35.008703577032165
741,שואבה ,SHO'EVA ,شوئِڤا,,142040.0,56210.0,123340,31.798835019508022,35.07853284642392
742,מסילת ציון ,MESILLAT ZIYYON ,مِسِلات تْسِيون,,142940.0,51100.0,126380,31.802153850290374,35.0110910317263
743,כפר שמואל ,KEFAR SHEMU'EL ,كفار شماي,,134410.0,51890.0,122980,31.888401600068434,34.93304475274174
744,תלמי יפה ,TALME YAFE ,تَلمي يَفي,,170090.0,9350.0,165500,31.615757273931077,34.61736718758738
745,גמזו ,GIMZO ,چِمزو,,59210.0,120040.0,67680,31.92816853877819,34.940711972442905
746,ברכיה ,BEREKHYA ,بِرِخيا,,164300.0,14410.0,160480,31.66973584753697,34.62586464622949
747,בית שקמה ,BET SHIQMA ,بيت شِكما,,43130.0,138210.0,54960,31.63782029674939,34.60851375596775
748,מסלול ,MASLUL ,مسلول,,202220.0,19020.0,192780,31.3233967980913,34.58885731240012
749,פטיש ,PATTISH ,پَتيش,,202540.0,16850.0,194060,31.32653722340613,34.55944408203978
750,פדויים ,PEDUYIM ,پْدوييم,,201410.0,20370.0,191310,31.32720157543791,34.61175978788497
751,בית מאיר ,BET ME'IR ,بيت مِئير,,134520.0,59630.0,117310,31.79418131015437,35.03681495494034
752,תעוז ,TA'OZ ,تَعوز,,143600.0,48180.0,128450,31.801885542301626,34.97364329755839
753,ינוב ,YANUV ,يَنوڤ,,88540.0,89940.0,90550,32.30534877948938,34.94881000837676
755,גורן ,GOREN ,چورِن,,3930.0,176620.0,54650,33.05746405995304,35.23535741588774
756,בית עזרא ,BET EZRA ,بيت عِزرا,,156220.0,22030.0,152940,31.73442525746124,34.655078512448135
757,מצליח ,MAZLIAH ,مَتْسلييَح,,2690.0,174310.0,62040,31.904374626647925,34.87472341546599
758,יד חנה ,YAD HANNA ,ياد حنا,ЯД Хана,85500.0,94480.0,84930,32.32585607420697,35.00606393860996
759,יציץ ,YAZIZ ,يَتْسيتْس,,138400.0,45250.0,129600,31.863732783970168,34.86154621857618
760,בן זכאי ,BEN ZAKKAY ,بين زكاي,Бен-Закай,141670.0,36650.0,138570,31.856334214971564,34.72804740171318
761,שובה ,SHUVA ,شوڤا,,189650.0,5980.0,183940,31.45014722674082,34.54513569788926
762,בטחה ,BITHA ,بِتحا,,200160.0,21280.0,189490,31.33441281000121,34.63210295473395
763,שתולים ,SHETULIM ,شْتوليم,,151650.0,26830.0,148170,31.773698472373354,34.68391479611757
764,כפר מרדכי ,KEFAR MORDEKHAY ,كفار مُردِخاي,,143840.0,36020.0,138940,31.831501156882265,34.7543187638275
765,משגב דב ,MISGAV DOV ,مِسچاڤ دوڤ,,23790.0,157630.0,48650,31.820060755467754,34.73960972361143
766,קוממיות ,QOMEMIYYUT ,كومِمِيوت,,162650.0,20470.0,154670,31.662181960235927,34.73013337402576
767,פורת ,PORAT ,پورات,,91840.0,87060.0,92340,32.27629121741464,34.95184326957678
768,כרמיה ,KARMIYYA ,كرمِيا,,173410.0,3880.0,171080,31.604897764028944,34.54233625202619
769,ניר עציון ,NIR EZYON ,نير عِتْسيون,,45120.0,131080.0,72330,32.699361492284794,34.991659598819865
771,מבוא ביתר ,MEVO BETAR ,مِڤو بيتار,,149860.0,54910.0,129310,31.722801524242534,35.10548431086669
772,אמונים ,EMUNIM ,إمونيم,,155130.0,23720.0,151210,31.743761772142403,34.67648039674103
773,עמיקם ,AMMIQAM ,عميكام,,59360.0,118360.0,72430,32.56341059254672,35.020771234646766
774,צוריאל ,ZURI'EL ,تْسوريئيل,,6720.0,174590.0,48700,33.00662142655377,35.31421940513777
775,יד נתן ,YAD NATAN ,ياد نتان,ЯД НАТАН,164260.0,17980.0,157010,31.654372504275315,34.70551521065871
776,מחסיה ,MAHSEYA ,مَحسِيا,,148850.0,47610.0,131610,31.748082163457067,35.00724686954272
777,נחשון ,NAHSHON ,نحْشون ,,140560.0,48810.0,126840,31.83073125823802,34.95473688839781
778,תרום ,TARUM ,تَروم,,,,129660,31.783266141290934,34.98232246094464
779,עמינדב ,AMMINADAV ,عمينَداڤ,АММИНАДАВ,146150.0,59300.0,124850,31.750861336214072,35.14138354585403
780,אורה ,ORA ,أورا,Ора,145840.0,60290.0,124230,31.75642325237307,35.15673414765948
783,אבן ספיר ,EVEN SAPPIR ,إيڤِن سَپير,Эвен Сапир,145120.0,59070.0,124190,31.76328951845279,35.13413874701261
784,בית נחמיה ,BET NEHEMYA ,بيت نِحِمْيا,Бейт-Нехемия,124490.0,60630.0,114220,31.975373685501324,34.95549576026551
785,אחיהוד ,AHIHUD ,أحيهود,Ахихуд,19900.0,159000.0,57710,32.9071447729925,35.17610367952792
786,כפר זיתים ,KEFAR ZETIM ,كفار زيتيم,,28140.0,163020.0,28850,32.81149624873637,35.46384382117796
787,גבעת יערים ,GIV'AT YE'ARIM ,چِڤعات يِعَريم,,143060.0,56700.0,123770,31.78664485674632,35.0919182258537
788,זיתן ,ZETAN ,زيكيم,,125680.0,56520.0,118490,31.975629759064336,34.890165748360225
789,רנן ,RANNEN ,رَنين,,200500.0,18890.0,190890,31.337903202979362,34.6009380257687
791,משען ,MASH'EN ,مَشعين,,165640.0,13310.0,161550,31.657844051380597,34.623183037884296
792,נתיב השיירה ,NETIV HASHAYYARA ,نِتيڤ هَشَيَرا,,176970.0,890.0,173970,32.99391994333798,35.13606473881197
793,גבעתי ,GIV'ATI ,چِڤعتي,,156210.0,23110.0,151800,31.732532473624875,34.67987309932494
794,עגור ,AGUR ,عَچور,,155760.0,37020.0,141250,31.697229602414662,34.91235241455049
795,יערה ,YA'ARA ,يَعرا,,2190.0,175720.0,59490,33.067645360347115,35.185783515623456
796,צלפון ,ZELAFON ,تْسلَفون,,35170.0,147650.0,45330,31.805767077168525,34.927236626868456
797,אחיעזר ,AHI'EZER ,أحيعيزِر,Ахиэзер,125250.0,55920.0,119220,31.981211701687194,34.87177773817485
798,יגל ,YAGEL ,يَچيل,,124430.0,56940.0,118190,31.988359195746565,34.87901577754384
799,זכריה ,ZEKHARYA ,زِخَريا,,154030.0,40410.0,138410,31.709768962381215,34.94480249369934
800,בית חנניה ,BET HANANYA ,بيت حَنَنْيا,,64950.0,111230.0,82080,32.528866357049026,34.9258748049887
801,חמד ,HEMED ,حيمِد,,121860.0,57310.0,118500,32.01844518798794,34.84005171335551
802,"גבעת כ""ח ",GIV'AT KOAH ,چِڤعات كووَح,,118970.0,63930.0,111130,32.03101510992533,34.935881236698414
803,יושיביה ,YOSHIVYA ,يوشيڤْيا,,188770.0,9580.0,180810,31.443257256630098,34.60873904012383
804,אחיסמך ,AHISAMAKH ,أحيسَماخ,Ахисамах,129880.0,54120.0,120740,31.934171684667476,34.90711758149099
805,ישעי ,YISH'I ,يِشْعي,,149170.0,44400.0,133450,31.75138645520673,34.96568977994278
806,עין יהב ,EN YAHAV ,عين ياهَڤ,,123180.0,78930.0,100710,30.658089251691543,35.2377910151753
807,חניאל ,HANNI'EL ,حَنيئيل,,85650.0,92500.0,89030,32.33253581331697,34.948183358761476
808,ניר אליהו ,NIR ELIYYAHU ,نير إلِياهو,,100540.0,79490.0,97730,32.19702291920248,34.94937827538657
809,נחם ,NAHAM ,ناحَم,,146900.0,48390.0,130030,31.766638031807478,35.00313607246968
810,עופר ,OFER ,عوفِر,,53580.0,122870.0,74410,32.622345165857126,34.98179282988296
811,יכיני ,YAKHINI ,يَخيني,,184940.0,6020.0,178010,31.4829604344157,34.60000679228017
812,שלומי ,SHELOMI ,شلومي,,1980.0,174850.0,63150,33.076404165693305,35.14763694872978
813,עין יעקב ,EN YA'AQOV ,عين يعكوڤ,,8990.0,171570.0,56200,33.010491255962116,35.231397657595835
814,תלמים ,TELAMIM ,تْلَميم,,174470.0,10240.0,166630,31.56483289818798,34.67272105854335
815,זבדיאל ,ZAVDI'EL ,زَڤديئيل,,162400.0,22500.0,153180,31.658959942879367,34.76025550877912
816,זנוח ,ZANOAH ,زنووَح,,150720.0,46120.0,133490,31.732312740171427,34.999613082736275
817,עזריקם ,AZRIQAM ,عزريكام,,153810.0,25700.0,149220,31.751237251484127,34.69728965885581
818,זרחיה ,ZERAHYA ,زِرَحيا,,160190.0,23010.0,152050,31.681812634886395,34.74624341998809
819,אביגדור ,AVIGEDOR ,أڤيچدور,Авигдор,157180.0,25100.0,149750,31.709739549126166,34.743661510459866
820,חלץ ,HELEZ ,حيلِتس,,171710.0,9130.0,165790,31.57802296909451,34.657588967599885
821,אחוזם ,AHUZZAM ,أحُزام,Ахуззам,173750.0,19310.0,162060,31.55397174396259,34.770371499438305
822,מטע ,MATTA ,مَتاع,Матта,151080.0,50840.0,131800,31.71770638939557,35.06135710131014
823,בר גיורא ,BAR GIYYORA ,بار چيورا,,149630.0,52260.0,130180,31.729040994575804,35.07309954335754
824,כוכב מיכאל ,KOKHAV MIKHA'EL ,كوخاڤ ميخَئيل,,167480.0,13780.0,161100,31.630417374288896,34.669240907401395
825,נס הרים ,NES HARIM ,نيس هريم,,148230.0,51660.0,129440,31.74555564115025,35.055315123719566
826,עוזה ,UZA ,عُزا,,169510.0,19570.0,158800,31.59226745165037,34.76406263386719
827,נווה מבטח ,NEWE MIVTAH ,نِڤي مِڤتاح,,146920.0,33040.0,141890,31.805501512849567,34.74049992302316
828,ישרש ,YASHRESH ,يَشْريش,,132940.0,48870.0,126080,31.9149367491388,34.84840825742665
829,מבטחים ,MIVTAHIM ,مِڤتَحيم,,215690.0,6640.0,210320,31.239865304674705,34.40832203184045
831,ירוחם ,YEROHAM ,يِرُحام,Йерухам,232990.0,63020.0,210410,30.988469119205714,34.93091213944488
833,נורית ,NURIT ,نوريت,,56760.0,133050.0,44240,32.54159627539694,35.35646925400455
836,גנות ,GANNOT ,چَنوت,Ганот,122120.0,56650.0,119350,32.01789685897197,34.828611189911534
837,עזריאל ,AZRI'EL ,عزْريئيل,,93050.0,86720.0,91680,32.26179298912664,34.97068642732355
838,פדיה ,PEDAYA ,پْدَيا,,138680.0,46090.0,128740,31.855796527169637,34.87859351497418
839,פתחיה ,PETAHYA ,پيتح تِكڤا,,137580.0,47130.0,127700,31.867804683316336,34.88610857519359
840,כיסופים ,KISSUFIM ,كِسوفيم,,201920.0,2160.0,199290,31.374491303672,34.40023664023903
841,אלישמע ,ELISHAMA ,إليشَماع,Элишама,105730.0,74290.0,102380,32.15227639723915,34.92818312105579
842,געש ,GA'ASH ,چاعَش,,99440.0,76970.0,105140,32.22898635136741,34.825888196282044
843,מרגליות ,MARGALIYYOT ,مرْچَلِيوت,,720.0,205060.0,22790,33.21454146838176,35.54503903823887
844,נחל עוז ,NAHAL OZ ,ناحَل عوز,,188640.0,1410.0,184890,31.472369962770575,34.497690765352644
845,כפר עזה ,KEFAR AZZA ,كفار عزا,,186520.0,2200.0,181850,31.483574912819712,34.53305301190672
846,שפר ,SHEFER ,شيفِر,,13510.0,173950.0,37440,32.943993435501824,35.43646366213317
848,בית רבן ,BET RABBAN ,بيت رَبان,,145960.0,33250.0,141740,31.817231545938583,34.72940390377072
849,דביר ,DVIR ,دڤير,,40270.0,147200.0,37040,31.412203830777518,34.82446536468588
850,אחיטוב ,AHITUV ,أحيتوڤ,,79050.0,99660.0,82680,32.387748635419214,34.99073624112398
851,ניצני עוז ,NIZZANE OZ ,نِتْسَني عوز,,87760.0,92480.0,86310,32.30646879883197,35.00353191622954
852,גונן ,GONEN ,چونين,,10820.0,201400.0,16110,33.12276866829307,35.6462147651095
853,גאליה ,GE'ALYA ,چِأليا ,Геалия,137830.0,41240.0,133920,31.884257697187927,34.76590742797219
854,רחוב ,REHOV ,رِحوڤ,,67780.0,133280.0,41600,32.45108496298381,35.488932134581304
856,שעלבים ,SHA'ALVIM ,شعلڤيم,,135870.0,53710.0,121750,31.870961732104043,34.9831242257999
857,כפר אביב ,KEFAR AVIV ,كفار أڤيڤ,,144640.0,33960.0,141140,31.83098532999048,34.72102241460154
858,נווה ירק ,NEWE YARAQ ,نِڤي يَراك,,107940.0,72280.0,104070,32.132918706645754,34.924631349125235
859,כסלון ,KESALON ,كْسَلون,,145210.0,52520.0,127050,31.773775843410494,35.0495700623512
861,שדה אליעזר ,SEDE ELI'EZER ,سْدي إليعيزِر,Сде-Элиэзер,7500.0,189860.0,25040,33.04490481693009,35.55996151762542
862,גני יוחנן ,GANNE YOHANAN ,چَني يوحنان,,139350.0,43400.0,131450,31.858825161056508,34.84413295199642
863,גינתון ,GINNATON ,چِنتون,Гинатон,126720.0,56900.0,118010,31.96327575767227,34.91377797616487
864,בקוע ,BEQOA ,بكووَع,,141180.0,46570.0,128720,31.829296587221602,34.92466702385462
865,שיבולים ,SHIBBOLIM ,شِبوليم,,194060.0,14170.0,185250,31.396378795236792,34.60764046386754
866,יטבתה ,YOTVATA ,يُتڤاتا,Йотвата,179980.0,51470.0,156950,29.89499744839995,35.06307992156873
868,אלוני יצחק ,ALLONE YIZHAQ ,ألوني يِتسحاك,Алоней-Ицхак,65410.0,112380.0,75780,32.51038047120064,35.00413333578863
870,גבעת השלושה ,GIV'AT HASHELOSHA ,چِڤعات هشلوشا,Гиват-ха-Шлоша,111720.0,69030.0,106820,32.0988223449817,34.92214007025158
871,עינת ,ENAT ,عينات,,113180.0,68650.0,106790,32.08260046785624,34.938822743047396
872,גאולי תימן ,GE'ULE TEMAN ,چِؤولي تيمان,,80100.0,96470.0,89810,32.391002043398565,34.901496735308484
873,שלווה ,SHALWA ,شَلڤا,,172620.0,19210.0,161220,31.564441222571265,34.767647946827616
874,מגדל העמק ,MIGDAL HAEMEQ ,مِچدال هعيمِك,Мигдаль-ха-Эмек,43390.0,139340.0,49300,32.67920410659577,35.24288954790673
875,כפר עבודה ,KEFAR AVODA ,كفار عڤودا,,114030.0,67280.0,108250,32.25762211574071,34.941131830994706
877,בית חירות ,BET HERUT ,بيت حِروت,,80440.0,96360.0,89140,32.380016237814075,34.8677018272003
880,עין שריד ,EN SARID ,عين سَريد,,92350.0,86100.0,93690,32.27374976904671,34.93563041003043
882,אורנים ,ORANIM ,أُرَنيم,,41770.0,136810.0,61310,32.712457723162075,35.10887394284237
885,שדה בוקר ,SEDE BOQER ,سْدي بوكير,Сде Бокер,247800.0,61560.0,227040,30.871654369876552,34.7932362786946
886,איתנים ,ETANIM ,إيتَنيم,,143870.0,56600.0,124350,31.77832277747924,35.09569054586625
888,"כפר הרי""ף ",KEFAR HARIF ,كفار هريف,,152420.0,31170.0,143730,31.74697906498493,34.790893486738106
889,כפר חסידים ב' ,KEFAR HASIDIM BET ,كفار حسيديم بيت,,38140.0,139680.0,62720,32.74980598953091,35.087084377163315
890,כפר הנוער הדתי ,KEFAR HANO'AR HADATI ,كفار هنوعر هدَتي,,137910.0,40520.0,134790,32.742226966031225,35.09913808651373
892,עבדון ,AVDON ,عڤدون,,4380.0,173550.0,60250,33.04935015829427,35.18221551373455
897,מדרשת רופין ,MIDRESHET RUPPIN ,مِدريشِت روپين,,54360.0,127550.0,58950,32.34191948933907,34.912274747674275
913,שבלי - אום אל-גנם ,SHIBLI ,الشبلي – أم الغنم,,40360.0,148570.0,34620,32.6786122971596,35.4050244015671
916,ישע ,YESHA ,يِيشع,,215190.0,5820.0,210070,31.247459049698993,34.401987630266376
917,עצמון שגב ,ATSMON-SEGEV ,عتْسمون (سيچِڤ) ,,23320.0,158030.0,49500,32.86546988916235,35.25242754470237
919,גבעת ישעיהו ,GIV'AT YESHA'YAHU ,چِڤعات يِشعياهو,,158290.0,38830.0,141910,31.670360458149435,34.94778759957002
921,שער מנשה ,SHA'AR MENASHE ,شاعَر مِنَشي,,72140.0,106570.0,77630,32.449834287166084,35.016126824233
922,רכסים ,REKHASIM ,رِخَسيم,,37560.0,140450.0,61890,32.751459920283196,35.10209237655682
926,נווה אבות ,NEWE AVOT ,نِڤي أڤوت,,68700.0,108420.0,79980,32.485696817493974,34.96716700436839
932,אבו עמרה (שבט) ,ABU AMRE ,أبو عمرة,,215870.0,56500.0,193790,inf,inf
935,אבו סריחאן (שבט) ,ABU SUREIHAN ,أبو سريحان,,204860.0,42820.0,185240,31.262560635288374,34.885091783447386
939,מסעודין אל-עזאזמה ,MAS'UDIN AL-'AZAZME ,مسعودين العزازمة,,9150.0,216850.0,4910,31.19762569123247,34.815470690740746
942,סואעד (חמרייה) ,SAWA'ID(HAMRIYYE) ,سواعد (حميرة),,35340.0,144740.0,55700,32.767486394906385,35.16789869847134
944,בסמת טבעון ,BASMAT TAB'UN ,بسمة طبعون,Басмат-Табун,65520.0,111130.0,79870,32.73562606082493,35.14202565204929
948,חוג'ייראת (ד'הרה) ,HUJEIRAT (DAHRA) ,حُچلا,,25390.0,156680.0,45330,32.83500768072834,35.28898712085951
956,הוזייל (שבט) ,HUZAYYEL ,هوشعيا,,189020.0,22830.0,175300,31.40782613499839,34.74750998642407
957,עוקבי (בנו עוקבה) ,UQBI (BANU UQBA) ,العقبي (بنو عقبة),,165910.0,16750.0,158410,31.300976212365295,34.840591881449576
958,אבו עבדון (שבט) ,ABU ABDUN ,أبو عبدون,,199800.0,36590.0,181860,31.314379682842024,34.99430919559283
959,אפיניש (שבט) ,AFEINISH ,أفينش,,196060.0,47510.0,174370,31.314379682842024,34.99430919559283
960,אסד (שבט) ,ASAD ,أسد,,26590.0,191510.0,12610,inf,inf
961,אבו רוקייק (שבט) ,ABU RUQAYYEQ ,أبو رقيق,,204490.0,41190.0,185470,31.18405821879162,34.91340696633275
962,טובא-זנגריה ,TUBA-ZANGARIYYE ,طوبا–زنغرية,Туба-Зангария,32020.0,164270.0,22670,32.96739298369289,35.59482937821041
963,אעצם (שבט) ,A'SAM ,أعصم,,200040.0,41450.0,180300,31.14216142051424,34.91486734499648
964,קודייראת א-צאנע(שבט) ,QUDEIRAT AS-SANI ,قديرات الصانع,,137140.0,62080.0,117500,31.295807260558174,35.11523460047589
965,אטרש (שבט) ,ATRASH ,أطرش,,125250.0,55920.0,119220,inf,inf
966,אבו רובייעה (שבט) ,ABU RUBEI'A ,أبو ربيعة,,199100.0,52980.0,176180,inf,inf
967,אבו ג'ווייעד (שבט) ,ABU JUWEI'ID ,أبو جويعد,,209820.0,62100.0,185510,31.180620384738585,35.073526959028044
968,אבו קורינאת (שבט) ,ABU QUREINAT ,أبو قرينات,,215010.0,56880.0,192710,inf,inf
969,עטאוונה (שבט) ,ATAWNE ,العطاونة,,153810.0,25700.0,149220,31.28269645400868,34.93520545657365
970,תראבין א-צאנע (שבט) ,TARABIN AS-SANI ,ترابين الصانع,,156070.0,63960.0,131280,31.166770077765374,34.8164958434696
972,קוואעין (שבט) ,QAWA'IN ,قواعين,,194680.0,49640.0,172360,31.32412175816629,35.026981811588435
